what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1453849322844
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1453849322844
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1453849322845
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1453849322845
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1453849322846
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1453849322846
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1453849322847
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1453849322847
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1453849322847
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1453849322848
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1453849322848
os,sysinfo,,,"linux",1453849322850
arch,sysinfo,,,"x86",1453849322850
ws,sysinfo,,,"gtk",1453849322850
locale,sysinfo,,,"en_US",1453849322850
processors,sysinfo,,,"4",1453849322850
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1453849322850
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1453849322850
java.specification.name,sysinfo,,,"Java Platform API Specification",1453849322850
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1453849322850
java.specification.version,sysinfo,,,"1.6",1453849322850
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1453849322850
java.version,sysinfo,,,"1.6.0_23",1453849322850
java.vm.info,sysinfo,,,"mixed mode",1453849322850
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1453849322850
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1453849322850
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1453849322850
java.vm.specification.version,sysinfo,,,"1.0",1453849322850
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1453849322850
java.vm.version,sysinfo,,,"19.0-b09",1453849322850
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1453849329403
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453849333235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453849333663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453849336652
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453849367660
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1453849369573
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1453849370365
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1453849370366
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1453849371350
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1453849371730
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1453849371770
