what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1454347232018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347232068
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1454347232921
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454347235351
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454347255809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347258137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347265622
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347267990
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1454347268017
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1454347272562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347272576
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1454347273057
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1454347273283
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347273694
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347275037
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454347275427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347277050
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1454347277723
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347277755
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347277822
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454347278366
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1454347279177
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347279222
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB 4-4]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1454347280089
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1454347282487
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454347290239
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347292772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347298737
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1454347301145
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347330361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347335933
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1454347336930
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347338244
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1454347338275
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1454347344885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1454347344897
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1454347347290
